Datetime,Open,High,Low,Close,Volume,Split
2023-05-17 09:30:00-04:00,115.54499816894531,115.55999755859375,114.7300033569336,115.54499816894531,3288599,1.0
2023-05-17 09:31:00-04:00,115.55999755859375,115.6500015258789,115.13009643554688,115.62999725341797,891112,1.0
2023-05-17 09:32:00-04:00,115.62999725341797,115.83000183105469,115.33999633789062,115.37010192871094,1080237,1.0
2023-05-17 09:33:00-04:00,115.38999938964844,115.73999786376953,115.36000061035156,115.45999908447266,506092,1.0
2023-05-17 09:34:00-04:00,115.45120239257812,115.81999969482422,115.41000366210938,115.47090148925781,678242,1.0
2023-05-17 09:35:00-04:00,115.47000122070312,115.52999877929688,115.24009704589844,115.41390228271484,443170,1.0
2023-05-17 09:36:00-04:00,115.37999725341797,115.69999694824219,115.37999725341797,115.66400146484375,428077,1.0
2023-05-17 09:37:00-04:00,115.66999816894531,115.81999969482422,115.63500213623047,115.72570037841797,519417,1.0
2023-05-17 09:38:00-04:00,115.72360229492188,115.75,115.45999908447266,115.64939880371094,430693,1.0
2023-05-17 09:39:00-04:00,115.61949920654297,115.68499755859375,115.43000030517578,115.48999786376953,308939,1.0
2023-05-17 09:40:00-04:00,115.5,115.66000366210938,115.43000030517578,115.44999694824219,285339,1.0
2023-05-17 09:41:00-04:00,115.45999908447266,115.78500366210938,115.45999908447266,115.55000305175781,365469,1.0
2023-05-17 09:42:00-04:00,115.55500030517578,115.5999984741211,115.23999786376953,115.24500274658203,348227,1.0
2023-05-17 09:43:00-04:00,115.25990295410156,115.54850006103516,115.23999786376953,115.5,334512,1.0
2023-05-17 09:44:00-04:00,115.5,115.61499786376953,115.48999786376953,115.55000305175781,220283,1.0
2023-05-17 09:45:00-04:00,115.54499816894531,115.55919647216797,115.38999938964844,115.43000030517578,247852,1.0
2023-05-17 09:46:00-04:00,115.42610168457031,115.44000244140625,115.2300033569336,115.25830078125,365456,1.0
2023-05-17 09:47:00-04:00,115.25499725341797,115.58999633789062,115.25,115.52999877929688,324072,1.0
2023-05-17 09:48:00-04:00,115.51000213623047,115.81999969482422,115.47000122070312,115.70500183105469,386135,1.0
2023-05-17 09:49:00-04:00,115.70800018310547,115.81999969482422,115.55999755859375,115.56999969482422,439086,1.0
2023-05-17 09:50:00-04:00,115.56500244140625,115.68000030517578,115.30999755859375,115.37000274658203,351919,1.0
2023-05-17 09:51:00-04:00,115.36499786376953,115.56999969482422,115.30000305175781,115.55500030517578,316972,1.0
2023-05-17 09:52:00-04:00,115.54499816894531,115.5999984741211,115.41999816894531,115.5000991821289,269647,1.0
2023-05-17 09:53:00-04:00,115.51499938964844,115.5199966430664,115.29000091552734,115.34500122070312,187448,1.0
2023-05-17 09:54:00-04:00,115.3499984741211,115.37000274658203,115.2300033569336,115.26000213623047,224826,1.0
2023-05-17 09:55:00-04:00,115.26000213623047,115.48999786376953,115.23500061035156,115.43000030517578,257202,1.0
2023-05-17 09:56:00-04:00,115.43000030517578,115.5199966430664,115.4000015258789,115.43499755859375,169370,1.0
2023-05-17 09:57:00-04:00,115.43000030517578,115.43499755859375,115.22000122070312,115.30500030517578,210058,1.0
2023-05-17 09:58:00-04:00,115.30000305175781,115.31999969482422,115.23999786376953,115.25,156664,1.0
2023-05-17 09:59:00-04:00,115.2499008178711,115.26000213623047,115.0199966430664,115.04499816894531,303613,1.0
2023-05-17 10:00:00-04:00,115.04499816894531,115.30000305175781,115.04000091552734,115.29000091552734,270914,1.0
2023-05-17 10:01:00-04:00,115.28050231933594,115.29000091552734,115.01000213623047,115.12999725341797,295432,1.0
2023-05-17 10:02:00-04:00,115.125,115.26000213623047,115.11000061035156,115.23979949951172,184672,1.0
2023-05-17 10:03:00-04:00,115.23500061035156,115.30000305175781,115.06999969482422,115.14459991455078,385145,1.0
2023-05-17 10:04:00-04:00,115.14700317382812,115.1498031616211,114.83000183105469,114.95960235595703,341079,1.0
2023-05-17 10:05:00-04:00,114.95059967041016,114.97000122070312,114.75,114.83000183105469,194515,1.0
2023-05-17 10:06:00-04:00,114.81999969482422,114.88999938964844,114.70999908447266,114.87999725341797,209828,1.0
2023-05-17 10:07:00-04:00,114.87999725341797,114.91999816894531,114.54000091552734,114.61000061035156,320387,1.0
2023-05-17 10:08:00-04:00,114.62000274658203,114.79969787597656,114.61499786376953,114.66999816894531,165343,1.0
2023-05-17 10:09:00-04:00,114.68000030517578,114.78990173339844,114.63009643554688,114.72000122070312,115286,1.0
