Datetime,Open,High,Low,Close,Split
2023-03-06 00:00:00+00:00,1.0628122091293335,1.063151240348816,1.0628122091293335,1.063151240348816,1.0
2023-03-06 00:05:00+00:00,1.063151240348816,1.0636035203933716,1.063151240348816,1.0636035203933716,1.0
2023-03-06 00:10:00+00:00,1.0637166500091553,1.0637166500091553,1.0636035203933716,1.0637166500091553,1.0
2023-03-06 00:15:00+00:00,1.0636035203933716,1.0636035203933716,1.0633772611618042,1.063490390777588,1.0
2023-03-06 00:20:00+00:00,1.063490390777588,1.0637166500091553,1.0633772611618042,1.0637166500091553,1.0
2023-03-06 00:25:00+00:00,1.0637166500091553,1.063829779624939,1.0637166500091553,1.063829779624939,1.0
2023-03-06 00:30:00+00:00,1.063829779624939,1.0639430284500122,1.063829779624939,1.063829779624939,1.0
2023-03-06 00:35:00+00:00,1.063829779624939,1.063829779624939,1.0636035203933716,1.0636035203933716,1.0
2023-03-06 00:40:00+00:00,1.0637166500091553,1.063829779624939,1.0637166500091553,1.0637166500091553,1.0
2023-03-06 00:45:00+00:00,1.0637166500091553,1.0637166500091553,1.0637166500091553,1.0637166500091553,1.0
2023-03-06 00:50:00+00:00,1.063829779624939,1.063829779624939,1.063490390777588,1.063490390777588,1.0
2023-03-06 00:55:00+00:00,1.063490390777588,1.063490390777588,1.0630381107330322,1.0630381107330322,1.0
2023-03-06 01:00:00+00:00,1.063151240348816,1.06326425075531,1.0630381107330322,1.06326425075531,1.0
2023-03-06 01:05:00+00:00,1.0630381107330322,1.06326425075531,1.0630381107330322,1.0630381107330322,1.0
2023-03-06 01:10:00+00:00,1.063151240348816,1.063151240348816,1.0630381107330322,1.0630381107330322,1.0
2023-03-06 01:15:00+00:00,1.0630381107330322,1.0630381107330322,1.062699317932129,1.062699317932129,1.0
2023-03-06 01:20:00+00:00,1.0628122091293335,1.062925100326538,1.062699317932129,1.062925100326538,1.0
2023-03-06 01:25:00+00:00,1.0630381107330322,1.0630381107330322,1.0630381107330322,1.0630381107330322,1.0
2023-03-06 01:30:00+00:00,1.0633772611618042,1.0636035203933716,1.06326425075531,1.0636035203933716,1.0
2023-03-06 01:35:00+00:00,1.0636035203933716,1.0636035203933716,1.0633772611618042,1.063490390777588,1.0
2023-03-06 01:40:00+00:00,1.0637166500091553,1.0637166500091553,1.0633772611618042,1.0636035203933716,1.0
2023-03-06 01:45:00+00:00,1.0636035203933716,1.0637166500091553,1.063490390777588,1.0637166500091553,1.0
2023-03-06 01:50:00+00:00,1.0637166500091553,1.0639430284500122,1.0637166500091553,1.0639430284500122,1.0
2023-03-06 01:55:00+00:00,1.0639430284500122,1.0639430284500122,1.0639430284500122,1.0639430284500122,1.0
2023-03-06 02:00:00+00:00,1.0639430284500122,1.0639430284500122,1.063490390777588,1.063490390777588,1.0
2023-03-06 02:05:00+00:00,1.063490390777588,1.063490390777588,1.06326425075531,1.06326425075531,1.0
2023-03-06 02:10:00+00:00,1.0633772611618042,1.0633772611618042,1.0633772611618042,1.0633772611618042,1.0
2023-03-06 02:15:00+00:00,1.06326425075531,1.0633772611618042,1.063151240348816,1.06326425075531,1.0
2023-03-06 02:20:00+00:00,1.063151240348816,1.0633772611618042,1.063151240348816,1.0633772611618042,1.0
2023-03-06 02:25:00+00:00,1.063490390777588,1.0636035203933716,1.063490390777588,1.0636035203933716,1.0
2023-03-06 02:30:00+00:00,1.0636035203933716,1.0639430284500122,1.0636035203933716,1.0639430284500122,1.0
2023-03-06 02:35:00+00:00,1.063829779624939,1.0643960237503052,1.063829779624939,1.0642826557159424,1.0
