Datetime,Open,High,Low,Close,Split
1996-10-30,114.37000274658205,114.4800033569336,113.61000061035156,114.18000030517578,1.0
1996-11-01,113.5,113.5,113.5,113.5,1.0
1996-11-04,113.27999877929688,113.9800033569336,112.9499969482422,113.87999725341795,1.0
1996-11-05,113.70999908447266,114.33000183105467,113.4499969482422,114.25,1.0
1996-11-06,114.2300033569336,114.68000030517578,113.6500015258789,113.9499969482422,1.0
1996-11-08,111.98999786376952,112.30999755859376,111.3499984741211,111.73999786376952,1.0
1996-11-11,111.51000213623048,111.95999908447266,110.86000061035156,111.12000274658205,1.0
1996-11-12,111.0199966430664,111.5500030517578,110.87999725341795,111.33000183105467,1.0
1996-11-13,111.3499984741211,111.3499984741211,111.3499984741211,111.3499984741211,1.0
1996-11-15,111.43000030517578,111.5199966430664,110.5500030517578,111.0500030517578,1.0
1996-11-18,110.87999725341795,111.66999816894533,110.8000030517578,111.4000015258789,1.0
1996-11-19,111.3000030517578,111.8000030517578,111.1999969482422,111.58000183105467,1.0
1996-11-20,111.58999633789062,111.6999969482422,111.25,111.5199966430664,1.0
1996-11-21,111.43000030517578,111.87000274658205,111.1999969482422,111.25,1.0
1996-11-22,111.23999786376952,111.6999969482422,111.02999877929688,111.41999816894533,1.0
1996-11-26,112.62000274658205,112.77999877929688,112.29000091552734,112.4000015258789,1.0
1996-11-28,113.12000274658205,113.93000030517578,113.0500030517578,113.66999816894533,1.0
1996-11-29,113.75,113.94000244140624,113.3499984741211,113.8000030517578,1.0
1996-12-02,113.73999786376952,114.79000091552734,113.5,114.5199966430664,1.0
1996-12-03,114.45999908447266,114.5999984741211,112.83000183105467,113.3000030517578,1.0
1996-12-04,113.3499984741211,113.4499969482422,112.9000015258789,113.0500030517578,1.0
1996-12-05,112.8499984741211,113.3000030517578,112.0500030517578,112.25,1.0
1996-12-06,112.3000030517578,113.0,111.7300033569336,112.9499969482422,1.0
1996-12-09,113.12000274658205,113.4800033569336,112.8000030517578,113.4000015258789,1.0
1996-12-10,113.45999908447266,113.72000122070312,112.95999908447266,113.3499984741211,1.0
1996-12-11,113.0999984741211,113.33000183105467,112.58000183105467,112.87999725341795,1.0
1996-12-12,112.8499984741211,113.56999969482422,112.43000030517578,113.12999725341795,1.0
1996-12-13,113.04000091552734,114.0,112.63999938964844,113.8499984741211,1.0
1996-12-16,113.9800033569336,114.29000091552734,113.5999984741211,113.81999969482422,1.0
1996-12-17,113.6999969482422,114.1500015258789,113.41999816894533,113.81999969482422,1.0
1996-12-18,113.75,113.80999755859376,113.25,113.62999725341795,1.0
1996-12-19,113.4000015258789,114.19000244140624,113.3000030517578,114.01000213623048,1.0
1996-12-20,114.0,114.41000366210938,113.98999786376952,114.25,1.0
1996-12-23,114.1500015258789,114.3499984741211,113.83999633789062,114.0500030517578,1.0
1996-12-24,114.1500015258789,114.5,114.0999984741211,114.4000015258789,1.0
1996-12-25,114.4499969482422,114.69000244140624,114.4000015258789,114.62999725341795,1.0
1996-12-26,114.5999984741211,115.08000183105467,114.4000015258789,114.87999725341795,1.0
1996-12-27,114.75,116.12000274658205,114.6999969482422,115.25,1.0
1996-12-30,115.69000244140624,116.1999969482422,115.5,116.1999969482422,1.0
1996-12-31,116.08000183105467,116.43000030517578,115.58999633789062,115.9000015258789,1.0
1997-01-01,115.9499969482422,115.9499969482422,115.75,115.8499984741211,1.0
1997-01-02,116.0199966430664,116.1999969482422,115.27999877929688,115.6500015258789,1.0
1997-01-03,115.66999816894533,116.6999969482422,115.3000030517578,116.41000366210938,1.0
1997-01-06,116.6999969482422,116.9800033569336,115.3499984741211,115.70999908447266,1.0
1997-01-07,115.69000244140624,116.0199966430664,114.8000030517578,115.22000122070312,1.0
1997-01-08,115.33999633789062,116.0,114.9000015258789,115.8499984741211,1.0
1997-01-09,115.7699966430664,116.4499969482422,115.6999969482422,116.30999755859376,1.0
