Datetime,Open,High,Low,Close,Split
2023-03-06 00:00:00+00:00,0.6755661368370056,0.6757898330688477,0.6755204796791077,0.6755387783050537,1.0
2023-03-06 00:05:00+00:00,0.6755295991897583,0.6757670044898987,0.6755295991897583,0.675757884979248,1.0
2023-03-06 00:10:00+00:00,0.6759085655212402,0.675995409488678,0.6756482720375061,0.6756482720375061,1.0
2023-03-06 00:15:00+00:00,0.6755478382110596,0.6757213473320007,0.675347089767456,0.6754566431045532,1.0
2023-03-06 00:20:00+00:00,0.6754064559936523,0.6759039759635925,0.6754064559936523,0.675780713558197,1.0
2023-03-06 00:25:00+00:00,0.675757884979248,0.6759039759635925,0.6756209135055542,0.6758400797843933,1.0
2023-03-06 00:30:00+00:00,0.6758674383163452,0.6759496927261353,0.6756391525268555,0.6756482720375061,1.0
2023-03-06 00:35:00+00:00,0.6756163239479065,0.6757213473320007,0.6754201650619507,0.6756985187530518,1.0
2023-03-06 00:40:00+00:00,0.6756665110588074,0.6758583784103394,0.6755980849266052,0.6756665110588074,1.0
2023-03-06 00:45:00+00:00,0.6757487058639526,0.6757670044898987,0.6756391525268555,0.6757487058639526,1.0
2023-03-06 00:50:00+00:00,0.6757989525794983,0.6759039759635925,0.6755615472793579,0.675579845905304,1.0
2023-03-06 00:55:00+00:00,0.6755021810531616,0.6757304668426514,0.6752376556396484,0.6752376556396484,1.0
2023-03-06 01:00:00+00:00,0.6752787232398987,0.6754018664360046,0.6749095320701599,0.6751601696014404,1.0
2023-03-06 01:05:00+00:00,0.6750097870826721,0.6754474639892578,0.6749277710914612,0.6749277710914612,1.0
2023-03-06 01:10:00+00:00,0.6749687790870667,0.6752650141716003,0.6748002767562866,0.6748002767562866,1.0
2023-03-06 01:15:00+00:00,0.6748093962669373,0.6748093962669373,0.674290657043457,0.674290657043457,1.0
2023-03-06 01:20:00+00:00,0.674490749835968,0.674490749835968,0.6743088364601135,0.6743906736373901,1.0
2023-03-06 01:25:00+00:00,0.674490749835968,0.6748549342155457,0.6744679808616638,0.6747501492500305,1.0
2023-03-06 01:30:00+00:00,0.674900472164154,0.6752194762229919,0.6748776435852051,0.6751601696014404,1.0
2023-03-06 01:35:00+00:00,0.6751875281333923,0.6753106117248535,0.6749414801597595,0.6750006675720215,1.0
2023-03-06 01:40:00+00:00,0.6753562688827515,0.6753562688827515,0.6748776435852051,0.6750462651252747,1.0
2023-03-06 01:45:00+00:00,0.6751601696014404,0.675269603729248,0.6749687790870667,0.675269603729248,1.0
2023-03-06 01:50:00+00:00,0.6752650141716003,0.6754018664360046,0.6751374006271362,0.6752878427505493,1.0
2023-03-06 01:55:00+00:00,0.6753015518188477,0.6755707263946533,0.6753015518188477,0.6755707263946533,1.0
